agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
R-AMDP,0,138,559.0,4.25,2225.0,4.0
R-AMDP,0,139,576.0,4.25,2229.0,4.0
R-AMDP,0,140,593.0,4.25,2233.0,4.0
R-AMDP,0,141,610.0,4.25,2237.0,4.0
R-AMDP,0,142,627.0,4.25,2241.0,4.0
R-AMDP,0,143,644.0,4.25,2245.0,4.0
R-AMDP,0,144,661.0,4.25,2249.0,4.0
R-AMDP,0,145,678.0,4.25,2253.0,4.0
R-AMDP,0,146,695.0,4.25,2257.0,4.0
R-AMDP,0,147,712.0,4.25,2261.0,4.0
R-AMDP,0,148,729.0,4.25,2265.0,4.0
R-AMDP,0,149,746.0,4.25,2269.0,4.0
R-AMDP,0,150,763.0,4.25,2273.0,4.0
R-AMDP,0,151,780.0,4.25,2277.0,4.0
R-AMDP,0,152,797.0,4.25,2281.0,4.0
R-AMDP,0,153,814.0,4.25,2285.0,4.0
R-AMDP,0,154,831.0,4.25,2289.0,4.0
R-AMDP,0,155,848.0,4.25,2293.0,4.0
R-AMDP,0,156,865.0,4.25,2297.0,4.0
R-AMDP,0,157,882.0,4.25,2301.0,4.0
R-AMDP,0,158,899.0,4.25,2305.0,4.0
R-AMDP,0,159,916.0,4.25,2309.0,4.0
R-AMDP,0,160,933.0,4.25,2313.0,4.0
R-AMDP,0,161,950.0,4.25,2317.0,4.0
R-AMDP,0,162,967.0,4.25,2321.0,4.0
R-AMDP,0,163,984.0,4.25,2325.0,4.0
R-AMDP,0,164,1001.0,4.25,2329.0,4.0
R-AMDP,0,165,1018.0,4.25,2333.0,4.0
R-AMDP,0,166,1035.0,4.25,2337.0,4.0
R-AMDP,0,167,1052.0,4.25,2341.0,4.0
R-AMDP,0,168,1069.0,4.25,2345.0,4.0
R-AMDP,0,169,1086.0,4.25,2349.0,4.0
R-AMDP,0,170,1103.0,4.25,2353.0,4.0
R-AMDP,0,171,1120.0,4.25,2357.0,4.0
R-AMDP,0,172,1137.0,4.25,2361.0,4.0
R-AMDP,0,173,1154.0,4.25,2365.0,4.0
R-AMDP,0,174,1171.0,4.25,2369.0,4.0
R-AMDP,0,175,1188.0,4.25,2373.0,4.0
R-AMDP,0,176,1205.0,4.25,2377.0,4.0
R-AMDP,0,177,1222.0,4.25,2381.0,4.0
R-AMDP,0,178,1239.0,4.25,2385.0,4.0
R-AMDP,0,179,1256.0,4.25,2389.0,4.0
R-AMDP,0,180,1273.0,4.25,2393.0,4.0
R-AMDP,0,181,1290.0,4.25,2397.0,4.0
R-AMDP,0,182,1307.0,4.25,2401.0,4.0
R-AMDP,0,183,1324.0,4.25,2405.0,4.0
R-AMDP,0,184,1341.0,4.25,2409.0,4.0
R-AMDP,0,185,1358.0,4.25,2413.0,4.0
R-AMDP,0,186,1375.0,4.25,2417.0,4.0
R-AMDP,0,187,1392.0,4.25,2421.0,4.0
R-AMDP,0,188,1409.0,4.25,2425.0,4.0
R-AMDP,0,189,1426.0,4.25,2429.0,4.0
R-AMDP,0,190,1443.0,4.25,2433.0,4.0
R-AMDP,0,191,1460.0,4.25,2437.0,4.0
R-AMDP,0,192,1477.0,4.25,2441.0,4.0
R-AMDP,0,193,1494.0,4.25,2445.0,4.0
R-AMDP,0,194,1511.0,4.25,2449.0,4.0
R-AMDP,0,195,1528.0,4.25,2453.0,4.0
R-AMDP,0,196,1545.0,4.25,2457.0,4.0
R-AMDP,0,197,1562.0,4.25,2461.0,4.0
R-AMDP,0,198,1579.0,4.25,2465.0,4.0
R-AMDP,0,199,1596.0,4.25,2469.0,4.0
R-AMDP,1,0,-32.0,-0.6037735849056604,53.0,53.0
R-AMDP,1,1,-397.0,-0.9918478260869565,421.0,368.0
R-AMDP,1,2,-686.0,-0.9897260273972602,713.0,292.0
R-AMDP,1,3,-1294.0,-1.0742049469964665,1279.0,566.0
R-AMDP,1,4,-1361.0,-0.8481012658227848,1358.0,79.0
R-AMDP,1,5,-1359.0,0.10526315789473684,1377.0,19.0
R-AMDP,1,6,-1359.0,0.0,1398.0,21.0
R-AMDP,1,7,-1352.0,0.5,1412.0,14.0
R-AMDP,1,8,-1344.0,0.6153846153846154,1425.0,13.0
R-AMDP,1,9,-1387.0,-0.671875,1489.0,64.0
R-AMDP,1,10,-1370.0,4.25,1493.0,4.0
R-AMDP,1,11,-1353.0,4.25,1497.0,4.0
R-AMDP,1,12,-1336.0,4.25,1501.0,4.0
R-AMDP,1,13,-1319.0,4.25,1505.0,4.0
R-AMDP,1,14,-1302.0,4.25,1509.0,4.0
R-AMDP,1,15,-1285.0,4.25,1513.0,4.0
R-AMDP,1,16,-1268.0,4.25,1517.0,4.0
R-AMDP,1,17,-1251.0,4.25,1521.0,4.0
R-AMDP,1,18,-1234.0,4.25,1525.0,4.0
R-AMDP,1,19,-1217.0,4.25,1529.0,4.0
R-AMDP,1,20,-1200.0,4.25,1533.0,4.0
R-AMDP,1,21,-1183.0,4.25,1537.0,4.0
R-AMDP,1,22,-1166.0,4.25,1541.0,4.0
R-AMDP,1,23,-1149.0,4.25,1545.0,4.0
R-AMDP,1,24,-1132.0,4.25,1549.0,4.0
R-AMDP,1,25,-1115.0,4.25,1553.0,4.0
R-AMDP,1,26,-1098.0,4.25,1557.0,4.0
R-AMDP,1,27,-1081.0,4.25,1561.0,4.0
R-AMDP,1,28,-1064.0,4.25,1565.0,4.0
R-AMDP,1,29,-1047.0,4.25,1569.0,4.0
R-AMDP,1,30,-1030.0,4.25,1573.0,4.0
R-AMDP,1,31,-1013.0,4.25,1577.0,4.0
R-AMDP,1,32,-996.0,4.25,1581.0,4.0
R-AMDP,1,33,-979.0,4.25,1585.0,4.0
R-AMDP,1,34,-962.0,4.25,1589.0,4.0
R-AMDP,1,35,-945.0,4.25,1593.0,4.0
R-AMDP,1,36,-928.0,4.25,1597.0,4.0
R-AMDP,1,37,-911.0,4.25,1601.0,4.0
R-AMDP,1,38,-894.0,4.25,1605.0,4.0
R-AMDP,1,39,-877.0,4.25,1609.0,4.0
R-AMDP,1,40,-860.0,4.25,1613.0,4.0
R-AMDP,1,41,-843.0,4.25,1617.0,4.0
R-AMDP,1,42,-826.0,4.25,1621.0,4.0
R-AMDP,1,43,-809.0,4.25,1625.0,4.0
R-AMDP,1,44,-792.0,4.25,1629.0,4.0
R-AMDP,1,45,-775.0,4.25,1633.0,4.0
R-AMDP,1,46,-758.0,4.25,1637.0,4.0
R-AMDP,1,47,-741.0,4.25,1641.0,4.0
R-AMDP,1,48,-724.0,4.25,1645.0,4.0
R-AMDP,1,49,-707.0,4.25,1649.0,4.0
R-AMDP,1,50,-690.0,4.25,1653.0,4.0
R-AMDP,1,51,-673.0,4.25,1657.0,4.0
R-AMDP,1,52,-656.0,4.25,1661.0,4.0
R-AMDP,1,53,-639.0,4.25,1665.0,4.0
R-AMDP,1,54,-622.0,4.25,1669.0,4.0
R-AMDP,1,55,-605.0,4.25,1673.0,4.0
R-AMDP,1,56,-588.0,4.25,1677.0,4.0
R-AMDP,1,57,-571.0,4.25,1681.0,4.0
R-AMDP,1,58,-554.0,4.25,1685.0,4.0
R-AMDP,1,59,-537.0,4.25,1689.0,4.0
R-AMDP,1,60,-520.0,4.25,1693.0,4.0
R-AMDP,1,61,-503.0,4.25,1697.0,4.0
R-AMDP,1,62,-486.0,4.25,1701.0,4.0
R-AMDP,1,63,-469.0,4.25,1705.0,4.0
R-AMDP,1,64,-452.0,4.25,1709.0,4.0
R-AMDP,1,65,-435.0,4.25,1713.0,4.0
R-AMDP,1,66,-418.0,4.25,1717.0,4.0
R-AMDP,1,67,-401.0,4.25,1721.0,4.0
R-AMDP,1,68,-384.0,4.25,1725.0,4.0
R-AMDP,1,69,-367.0,4.25,1729.0,4.0
R-AMDP,1,70,-350.0,4.25,1733.0,4.0
R-AMDP,1,71,-333.0,4.25,1737.0,4.0
R-AMDP,1,72,-316.0,4.25,1741.0,4.0
R-AMDP,1,73,-299.0,4.25,1745.0,4.0
R-AMDP,1,74,-282.0,4.25,1749.0,4.0
R-AMDP,1,75,-265.0,4.25,1753.0,4.0
R-AMDP,1,76,-248.0,4.25,1757.0,4.0
R-AMDP,1,77,-231.0,4.25,1761.0,4.0
R-AMDP,1,78,-214.0,4.25,1765.0,4.0
R-AMDP,1,79,-197.0,4.25,1769.0,4.0
R-AMDP,1,80,-180.0,4.25,1773.0,4.0
R-AMDP,1,81,-163.0,4.25,1777.0,4.0
R-AMDP,1,82,-146.0,4.25,1781.0,4.0
R-AMDP,1,83,-129.0,4.25,1785.0,4.0
R-AMDP,1,84,-112.0,4.25,1789.0,4.0
R-AMDP,1,85,-95.0,4.25,1793.0,4.0
R-AMDP,1,86,-78.0,4.25,1797.0,4.0
R-AMDP,1,87,-61.0,4.25,1801.0,4.0
R-AMDP,1,88,-44.0,4.25,1805.0,4.0
R-AMDP,1,89,-27.0,4.25,1809.0,4.0
R-AMDP,1,90,-10.0,4.25,1813.0,4.0
R-AMDP,1,91,7.0,4.25,1817.0,4.0
R-AMDP,1,92,24.0,4.25,1821.0,4.0
R-AMDP,1,93,41.0,4.25,1825.0,4.0
R-AMDP,1,94,58.0,4.25,1829.0,4.0
R-AMDP,1,95,75.0,4.25,1833.0,4.0
R-AMDP,1,96,92.0,4.25,1837.0,4.0
R-AMDP,1,97,109.0,4.25,1841.0,4.0
R-AMDP,1,98,126.0,4.25,1845.0,4.0
R-AMDP,1,99,143.0,4.25,1849.0,4.0
R-AMDP,1,100,160.0,4.25,1853.0,4.0
R-AMDP,1,101,177.0,4.25,1857.0,4.0
R-AMDP,1,102,194.0,4.25,1861.0,4.0
R-AMDP,1,103,211.0,4.25,1865.0,4.0
R-AMDP,1,104,228.0,4.25,1869.0,4.0
R-AMDP,1,105,245.0,4.25,1873.0,4.0
R-AMDP,1,106,262.0,4.25,1877.0,4.0
R-AMDP,1,107,279.0,4.25,1881.0,4.0
R-AMDP,1,108,296.0,4.25,1885.0,4.0
R-AMDP,1,109,313.0,4.25,1889.0,4.0
R-AMDP,1,110,330.0,4.25,1893.0,4.0
R-AMDP,1,111,347.0,4.25,1897.0,4.0
R-AMDP,1,112,364.0,4.25,1901.0,4.0
R-AMDP,1,113,381.0,4.25,1905.0,4.0
R-AMDP,1,114,398.0,4.25,1909.0,4.0
R-AMDP,1,115,415.0,4.25,1913.0,4.0
R-AMDP,1,116,432.0,4.25,1917.0,4.0
R-AMDP,1,117,449.0,4.25,1921.0,4.0
R-AMDP,1,118,466.0,4.25,1925.0,4.0
R-AMDP,1,119,483.0,4.25,1929.0,4.0
R-AMDP,1,120,500.0,4.25,1933.0,4.0
R-AMDP,1,121,517.0,4.25,1937.0,4.0
R-AMDP,1,122,534.0,4.25,1941.0,4.0
R-AMDP,1,123,551.0,4.25,1945.0,4.0
R-AMDP,1,124,568.0,4.25,1949.0,4.0
R-AMDP,1,125,585.0,4.25,1953.0,4.0
R-AMDP,1,126,602.0,4.25,1957.0,4.0
R-AMDP,1,127,619.0,4.25,1961.0,4.0
R-AMDP,1,128,636.0,4.25,1965.0,4.0
R-AMDP,1,129,653.0,4.25,1969.0,4.0
R-AMDP,1,130,670.0,4.25,1973.0,4.0
R-AMDP,1,131,687.0,4.25,1977.0,4.0
R-AMDP,1,132,704.0,4.25,1981.0,4.0
R-AMDP,1,133,721.0,4.25,1985.0,4.0
R-AMDP,1,134,738.0,4.25,1989.0,4.0
R-AMDP,1,135,755.0,4.25,1993.0,4.0
R-AMDP,1,136,772.0,4.25,1997.0,4.0
R-AMDP,1,137,789.0,4.25,2001.0,4.0
R-AMDP,1,138,806.0,4.25,2005.0,4.0
R-AMDP,1,139,823.0,4.25,2009.0,4.0
R-AMDP,1,140,840.0,4.25,2013.0,4.0
R-AMDP,1,141,857.0,4.25,2017.0,4.0
R-AMDP,1,142,874.0,4.25,2021.0,4.0
R-AMDP,1,143,891.0,4.25,2025.0,4.0
R-AMDP,1,144,908.0,4.25,2029.0,4.0
R-AMDP,1,145,925.0,4.25,2033.0,4.0
R-AMDP,1,146,942.0,4.25,2037.0,4.0
R-AMDP,1,147,959.0,4.25,2041.0,4.0
R-AMDP,1,148,976.0,4.25,2045.0,4.0
R-AMDP,1,149,993.0,4.25,2049.0,4.0
R-AMDP,1,150,1010.0,4.25,2053.0,4.0
R-AMDP,1,151,1027.0,4.25,2057.0,4.0
R-AMDP,1,152,1044.0,4.25,2061.0,4.0
R-AMDP,1,153,1061.0,4.25,2065.0,4.0
R-AMDP,1,154,1078.0,4.25,2069.0,4.0
R-AMDP,1,155,1095.0,4.25,2073.0,4.0
R-AMDP,1,156,1112.0,4.25,2077.0,4.0
R-AMDP,1,157,1129.0,4.25,2081.0,4.0
R-AMDP,1,158,1146.0,4.25,2085.0,4.0
R-AMDP,1,159,1163.0,4.25,2089.0,4.0
R-AMDP,1,160,1180.0,4.25,2093.0,4.0
R-AMDP,1,161,1197.0,4.25,2097.0,4.0
R-AMDP,1,162,1214.0,4.25,2101.0,4.0
R-AMDP,1,163,1231.0,4.25,2105.0,4.0
R-AMDP,1,164,1248.0,4.25,2109.0,4.0
R-AMDP,1,165,1265.0,4.25,2113.0,4.0
R-AMDP,1,166,1282.0,4.25,2117.0,4.0
R-AMDP,1,167,1299.0,4.25,2121.0,4.0
R-AMDP,1,168,1316.0,4.25,2125.0,4.0
R-AMDP,1,169,1333.0,4.25,2129.0,4.0
R-AMDP,1,170,1350.0,4.25,2133.0,4.0
R-AMDP,1,171,1367.0,4.25,2137.0,4.0
R-AMDP,1,172,1384.0,4.25,2141.0,4.0
R-AMDP,1,173,1401.0,4.25,2145.0,4.0
R-AMDP,1,174,1418.0,4.25,2149.0,4.0
R-AMDP,1,175,1435.0,4.25,2153.0,4.0
R-AMDP,1,176,1452.0,4.25,2157.0,4.0
R-AMDP,1,177,1469.0,4.25,2161.0,4.0
R-AMDP,1,178,1486.0,4.25,2165.0,4.0
R-AMDP,1,179,1503.0,4.25,2169.0,4.0
R-AMDP,1,180,1520.0,4.25,2173.0,4.0
R-AMDP,1,181,1537.0,4.25,2177.0,4.0
R-AMDP,1,182,1554.0,4.25,2181.0,4.0
R-AMDP,1,183,1571.0,4.25,2185.0,4.0
R-AMDP,1,184,1588.0,4.25,2189.0,4.0
R-AMDP,1,185,1605.0,4.25,2193.0,4.0
R-AMDP,1,186,1622.0,4.25,2197.0,4.0
R-AMDP,1,187,1639.0,4.25,2201.0,4.0
R-AMDP,1,188,1656.0,4.25,2205.0,4.0
R-AMDP,1,189,1673.0,4.25,2209.0,4.0
R-AMDP,1,190,1690.0,4.25,2213.0,4.0
R-AMDP,1,191,1707.0,4.25,2217.0,4.0
R-AMDP,1,192,1724.0,4.25,2221.0,4.0
R-AMDP,1,193,1741.0,4.25,2225.0,4.0
R-AMDP,1,194,1758.0,4.25,2229.0,4.0
R-AMDP,1,195,1775.0,4.25,2233.0,4.0
R-AMDP,1,196,1792.0,4.25,2237.0,4.0
R-AMDP,1,197,1809.0,4.25,2241.0,4.0
R-AMDP,1,198,1826.0,4.25,2245.0,4.0
R-AMDP,1,199,1843.0,4.25,2249.0,4.0
