agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
R-AMDP,4,6,-2971.0,-1.25,2707.0,60.0
R-AMDP,4,7,-5712.0,-5.482,3207.0,500.0
R-AMDP,4,8,-8453.0,-5.482,3707.0,500.0
R-AMDP,4,9,-11194.0,-5.482,4207.0,500.0
R-AMDP,4,10,-13935.0,-5.482,4707.0,500.0
R-AMDP,4,11,-16676.0,-5.482,5207.0,500.0
R-AMDP,4,12,-19417.0,-5.482,5707.0,500.0
R-AMDP,4,13,-22158.0,-5.482,6207.0,500.0
R-AMDP,4,14,-24899.0,-5.482,6707.0,500.0
R-AMDP,4,15,-27640.0,-5.482,7207.0,500.0
R-AMDP,4,16,-30381.0,-5.482,7707.0,500.0
R-AMDP,4,17,-33122.0,-5.482,8207.0,500.0
R-AMDP,4,18,-35863.0,-5.482,8707.0,500.0
R-AMDP,4,19,-38604.0,-5.482,9207.0,500.0
R-AMDP,4,20,-41345.0,-5.482,9707.0,500.0
R-AMDP,4,21,-44077.0,-5.464,10207.0,500.0
R-AMDP,4,22,-46818.0,-5.482,10707.0,500.0
R-AMDP,4,23,-49559.0,-5.482,11207.0,500.0
R-AMDP,4,24,-52300.0,-5.482,11707.0,500.0
R-AMDP,4,25,-55041.0,-5.482,12207.0,500.0
R-AMDP,4,26,-57782.0,-5.482,12707.0,500.0
R-AMDP,4,27,-60523.0,-5.482,13207.0,500.0
R-AMDP,4,28,-63264.0,-5.482,13707.0,500.0
R-AMDP,4,29,-66005.0,-5.482,14207.0,500.0
R-AMDP,5,0,-509.0,-1.018,500.0,500.0
R-AMDP,5,1,-554.0,-0.6818181818181818,566.0,66.0
R-AMDP,5,2,-967.0,-0.971764705882353,991.0,425.0
R-AMDP,5,3,-1365.0,-1.1179775280898876,1347.0,356.0
R-AMDP,5,4,-1556.0,-0.9845360824742269,1541.0,194.0
R-AMDP,5,5,-2083.0,-1.054,2041.0,500.0
R-AMDP,5,6,-2070.0,1.625,2049.0,8.0
R-AMDP,5,7,-2356.0,-1.0916030534351144,2311.0,262.0
R-AMDP,5,8,-2901.0,-1.09,2811.0,500.0
R-AMDP,5,9,-3217.0,-1.0193548387096774,3121.0,310.0
R-AMDP,5,10,-3590.0,-1.041899441340782,3479.0,358.0
R-AMDP,5,11,-3636.0,-0.6865671641791045,3546.0,67.0
R-AMDP,5,12,-3779.0,-0.9794520547945206,3692.0,146.0
R-AMDP,5,13,-4127.0,-1.045045045045045,4025.0,333.0
R-AMDP,5,14,-4257.0,-0.9774436090225563,4158.0,133.0
R-AMDP,5,15,-4406.0,-1.0419580419580419,4301.0,143.0
R-AMDP,5,16,-4389.0,4.25,4305.0,4.0
R-AMDP,5,17,-4372.0,4.25,4309.0,4.0
R-AMDP,5,18,-4361.0,1.1,4319.0,10.0
R-AMDP,5,19,-4344.0,4.25,4323.0,4.0
R-AMDP,5,20,-4332.0,1.3333333333333333,4332.0,9.0
R-AMDP,5,21,-4316.0,3.2,4337.0,5.0
R-AMDP,5,22,-4300.0,3.2,4342.0,5.0
R-AMDP,5,23,-4283.0,4.25,4346.0,4.0
R-AMDP,5,24,-4266.0,4.25,4350.0,4.0
R-AMDP,5,25,-4249.0,4.25,4354.0,4.0
R-AMDP,5,26,-4232.0,4.25,4358.0,4.0
R-AMDP,5,27,-4215.0,4.25,4362.0,4.0
R-AMDP,5,28,-4199.0,3.2,4367.0,5.0
R-AMDP,5,29,-4182.0,4.25,4371.0,4.0
R-AMDP,6,0,-105.0,-0.8974358974358975,117.0,117.0
R-AMDP,6,1,-641.0,-1.072,617.0,500.0
R-AMDP,6,2,-1159.0,-1.036,1117.0,500.0
R-AMDP,6,3,-1339.0,-0.8955223880597015,1318.0,201.0
R-AMDP,6,4,-1866.0,-1.054,1818.0,500.0
R-AMDP,6,5,-2309.0,-1.0137299771167048,2255.0,437.0
R-AMDP,6,6,-2845.0,-1.072,2755.0,500.0
R-AMDP,6,7,-3005.0,-1.0389610389610389,2909.0,154.0
R-AMDP,6,8,-3388.0,-1.0942857142857143,3259.0,350.0
R-AMDP,6,9,-3476.0,-1.375,3323.0,64.0
R-AMDP,6,10,-3476.0,0.0,3344.0,21.0
R-AMDP,6,11,-3476.0,0.0,3365.0,21.0
R-AMDP,6,12,-3622.0,-1.042857142857143,3505.0,140.0
R-AMDP,6,13,-3747.0,-1.6891891891891893,3579.0,74.0
R-AMDP,6,14,-4265.0,-1.036,4079.0,500.0
R-AMDP,6,15,-4249.0,3.2,4084.0,5.0
R-AMDP,6,16,-4236.0,1.625,4092.0,8.0
R-AMDP,6,17,-4220.0,3.2,4097.0,5.0
R-AMDP,6,18,-4204.0,3.2,4102.0,5.0
R-AMDP,6,19,-4187.0,4.25,4106.0,4.0
R-AMDP,6,20,-4172.0,2.5,4112.0,6.0
R-AMDP,6,21,-4159.0,1.625,4120.0,8.0
R-AMDP,6,22,-4142.0,4.25,4124.0,4.0
R-AMDP,6,23,-4126.0,3.2,4129.0,5.0
R-AMDP,6,24,-4111.0,2.5,4135.0,6.0
R-AMDP,6,25,-4095.0,3.2,4140.0,5.0
R-AMDP,6,26,-4197.0,-0.8292682926829268,4263.0,123.0
R-AMDP,6,27,-4181.0,3.2,4268.0,5.0
R-AMDP,6,28,-4168.0,1.625,4276.0,8.0
R-AMDP,6,29,-4152.0,3.2,4281.0,5.0
R-AMDP,7,0,-215.0,-0.947136563876652,227.0,227.0
R-AMDP,7,1,-733.0,-1.036,727.0,500.0
R-AMDP,7,2,-828.0,-0.8878504672897196,834.0,107.0
R-AMDP,7,3,-1337.0,-1.018,1334.0,500.0
R-AMDP,7,4,-1900.0,-1.126,1834.0,500.0
R-AMDP,7,5,-1935.0,-0.625,1890.0,56.0
R-AMDP,7,6,-1966.0,-0.7209302325581395,1933.0,43.0
R-AMDP,7,7,-1967.0,-0.045454545454545456,1955.0,22.0
R-AMDP,7,8,-1950.0,4.25,1959.0,4.0
R-AMDP,7,9,-1934.0,3.2,1964.0,5.0
R-AMDP,7,10,-1919.0,2.5,1970.0,6.0
R-AMDP,7,11,-1908.0,1.1,1980.0,10.0
R-AMDP,7,12,-1893.0,2.5,1986.0,6.0
R-AMDP,7,13,-1877.0,3.2,1991.0,5.0
R-AMDP,7,14,-1904.0,-0.5625,2039.0,48.0
R-AMDP,7,15,-1887.0,4.25,2043.0,4.0
R-AMDP,7,16,-1871.0,3.2,2048.0,5.0
R-AMDP,7,17,-1854.0,4.25,2052.0,4.0
R-AMDP,7,18,-1838.0,3.2,2057.0,5.0
R-AMDP,7,19,-1821.0,4.25,2061.0,4.0
R-AMDP,7,20,-1805.0,3.2,2066.0,5.0
R-AMDP,7,21,-1836.0,-0.5961538461538461,2118.0,52.0
R-AMDP,7,22,-1819.0,4.25,2122.0,4.0
R-AMDP,7,23,-1802.0,4.25,2126.0,4.0
R-AMDP,7,24,-1786.0,3.2,2131.0,5.0
R-AMDP,7,25,-1770.0,3.2,2136.0,5.0
R-AMDP,7,26,-1753.0,4.25,2140.0,4.0
R-AMDP,7,27,-1736.0,4.25,2144.0,4.0
R-AMDP,7,28,-2281.0,-1.09,2644.0,500.0
R-AMDP,7,29,-2264.0,4.25,2648.0,4.0
R-AMDP,8,0,-518.0,-1.036,500.0,500.0
R-AMDP,8,1,-742.0,-0.9491525423728814,736.0,236.0
R-AMDP,8,2,-1269.0,-1.054,1236.0,500.0
R-AMDP,8,3,-1823.0,-1.108,1736.0,500.0
R-AMDP,8,4,-1866.0,-0.7818181818181819,1791.0,55.0
R-AMDP,8,5,-1913.0,-0.7966101694915254,1850.0,59.0
R-AMDP,8,6,-2252.0,-0.9912280701754386,2192.0,342.0
R-AMDP,8,7,-2779.0,-1.054,2692.0,500.0
R-AMDP,8,8,-3042.0,-1.100418410041841,2931.0,239.0
R-AMDP,8,9,-3130.0,-1.0731707317073171,3013.0,82.0
R-AMDP,8,10,-3666.0,-1.072,3513.0,500.0
R-AMDP,8,11,-3810.0,-0.9795918367346939,3660.0,147.0
R-AMDP,8,12,-3793.0,4.25,3664.0,4.0
R-AMDP,8,13,-3777.0,3.2,3669.0,5.0
R-AMDP,8,14,-3760.0,4.25,3673.0,4.0
R-AMDP,8,15,-3744.0,3.2,3678.0,5.0
R-AMDP,8,16,-3727.0,4.25,3682.0,4.0
R-AMDP,8,17,-3710.0,4.25,3686.0,4.0
R-AMDP,8,18,-3693.0,4.25,3690.0,4.0
R-AMDP,8,19,-3901.0,-0.985781990521327,3901.0,211.0
R-AMDP,8,20,-3885.0,3.2,3906.0,5.0
R-AMDP,8,21,-3868.0,4.25,3910.0,4.0
R-AMDP,8,22,-3863.0,0.3125,3926.0,16.0
R-AMDP,8,23,-3846.0,4.25,3930.0,4.0
R-AMDP,8,24,-3829.0,4.25,3934.0,4.0
R-AMDP,8,25,-3813.0,3.2,3939.0,5.0
R-AMDP,8,26,-3796.0,4.25,3943.0,4.0
R-AMDP,8,27,-3779.0,4.25,3947.0,4.0
R-AMDP,8,28,-3762.0,4.25,3951.0,4.0
R-AMDP,8,29,-4068.0,-0.9622641509433962,4269.0,318.0
R-AMDP,9,0,-433.0,-0.9730337078651685,445.0,445.0
R-AMDP,9,1,-519.0,-0.8037383177570093,552.0,107.0
R-AMDP,9,2,-562.0,-0.671875,616.0,64.0
R-AMDP,9,3,-1041.0,-1.0527472527472528,1071.0,455.0
R-AMDP,9,4,-1204.0,-1.2538461538461538,1201.0,130.0
R-AMDP,9,5,-1189.0,2.5,1207.0,6.0
R-AMDP,9,6,-1770.0,-1.162,1707.0,500.0
R-AMDP,9,7,-1761.0,0.75,1719.0,12.0
R-AMDP,9,8,-1748.0,1.625,1727.0,8.0
R-AMDP,9,9,-2257.0,-1.018,2227.0,500.0
R-AMDP,9,10,-2240.0,4.25,2231.0,4.0
R-AMDP,9,11,-2223.0,4.25,2235.0,4.0
R-AMDP,9,12,-2213.0,0.9090909090909091,2246.0,11.0
R-AMDP,9,13,-2196.0,4.25,2250.0,4.0
R-AMDP,9,14,-2206.0,-0.3225806451612903,2281.0,31.0
R-AMDP,9,15,-2189.0,4.25,2285.0,4.0
R-AMDP,9,16,-2199.0,-0.45454545454545453,2307.0,22.0
R-AMDP,9,17,-2182.0,4.25,2311.0,4.0
R-AMDP,9,18,-2165.0,4.25,2315.0,4.0
R-AMDP,9,19,-2148.0,4.25,2319.0,4.0
R-AMDP,9,20,-2131.0,4.25,2323.0,4.0
R-AMDP,9,21,-2114.0,4.25,2327.0,4.0
R-AMDP,9,22,-2137.0,-0.6571428571428571,2362.0,35.0
R-AMDP,9,23,-2120.0,4.25,2366.0,4.0
R-AMDP,9,24,-2103.0,4.25,2370.0,4.0
R-AMDP,9,25,-2087.0,3.2,2375.0,5.0
R-AMDP,9,26,-2071.0,3.2,2380.0,5.0
R-AMDP,9,27,-2054.0,4.25,2384.0,4.0
R-AMDP,9,28,-2107.0,-0.8153846153846154,2449.0,65.0
R-AMDP,9,29,-2091.0,3.2,2454.0,5.0
